1990,Child's Play 2,72,Fantasy,R,5.7,John Lafia,Jenny Agutter,Beth Grant,Greg Germann
1990,Edward Scissorhands,105,Fantasy,PG-13,7.9,Tim Burton,Johnny Depp,Dianne Wiest,Conchata Ferrell
