1991,"Freddy's Dead, The Final Nightmare",93,Comedy,R,4.9,Rachel Talalay,Johnny Depp,Tom Arnold,Yaphet Kotto
1991,"Freddy's Dead, The Final Nightmare",93,Comedy,R,4.9,Rachel Talalay,Johnny Depp,Tom Arnold,Yaphet Kotto
