1990,Goodfellas,146,Biography,R,8.7,Martin Scorsese,Robert De Niro,Mike Starr,Paul Sorvino
1991,The Doors,140,Biography,R,7.2,Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan
1990,Goodfellas,146,Biography,R,8.7,Martin Scorsese,Robert De Niro,Mike Starr,Paul Sorvino
1991,The Doors,140,Biography,R,7.2,Oliver Stone,Michael Wincott,Kevin Dillon,Kathleen Quinlan
