1990,The Godfather: Part III,170,Crime,R,7.6,Francis Ford Coppola,Al Pacino,Joe Mantegna,Bridget Fonda
1991,Straight Out of Brooklyn,91,Crime,R,5.9,Matty Rich,Lawrence Gilliard Jr.,George T. Odom,Matty Rich
1991,Boyz n the Hood,112,Crime,R,7.8,John Singleton,John Cothran,Lloyd Avery II,Na'Blonka Durden
1991,Cape Fear,128,Crime,R,7.3,Martin Scorsese,Robert De Niro,Robert Mitchum,Joe Don Baker
1991,The Silence of the Lambs,138,Crime,R,8.6,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald
