1990,Flatliners,115,Drama,R,6.6,Joel Schumacher,Julia Roberts,Oliver Platt,Hope Davis
1990,Ghost,127,Drama,PG-13,7,Jerry Zucker,Demi Moore,Tony Goldwyn,Phil Leeds
1991,My Own Private Idaho,104,Drama,R,7.1,Gus Van Sant,Keanu Reeves,Udo Kier,Flea
1991,The Prince of Tides,132,Drama,R,6.6,Barbra Streisand,George Carlin,Blythe Danner,Melinda Dillon
1990,Flatliners,115,Drama,R,6.6,Joel Schumacher,Julia Roberts,Oliver Platt,Hope Davis
1990,Ghost,127,Drama,PG-13,7,Jerry Zucker,Demi Moore,Tony Goldwyn,Phil Leeds
1991,My Own Private Idaho,104,Drama,R,7.1,Gus Van Sant,Keanu Reeves,Udo Kier,Flea
1991,The Prince of Tides,132,Drama,R,6.6,Barbra Streisand,George Carlin,Blythe Danner,Melinda Dillon
